"analysis_id","stratum_1","stratum_2","stratum_3","stratum_4","stratum_5","count_value"
10,"1939","8507",NULL,NULL,NULL,"18"
10,"1939","8532",NULL,NULL,NULL,"22"
10,"1940","8507",NULL,NULL,NULL,"23"
10,"1940","8532",NULL,NULL,NULL,"24"
10,"1941","8507",NULL,NULL,NULL,"38"
10,"1941","8532",NULL,NULL,NULL,"29"
10,"1942","8507",NULL,NULL,NULL,"24"
10,"1942","8532",NULL,NULL,NULL,"20"
10,"1943","8507",NULL,NULL,NULL,"21"
10,"1943","8532",NULL,NULL,NULL,"21"
10,"1944","8507",NULL,NULL,NULL,"12"
10,"1944","8532",NULL,NULL,NULL,"18"
10,"1945","8507",NULL,NULL,NULL,"41"
10,"1945","8532",NULL,NULL,NULL,"30"
10,"1946","8507",NULL,NULL,NULL,"38"
10,"1946","8532",NULL,NULL,NULL,"21"
10,"1947","8507",NULL,NULL,NULL,"18"
10,"1947","8532",NULL,NULL,NULL,"25"
10,"1948","8507",NULL,NULL,NULL,"29"
10,"1948","8532",NULL,NULL,NULL,"20"
10,"1949","8507",NULL,NULL,NULL,"17"
10,"1949","8532",NULL,NULL,NULL,"32"
10,"1950","8507",NULL,NULL,NULL,"28"
10,"1950","8532",NULL,NULL,NULL,"37"
10,"1951","8507",NULL,NULL,NULL,"21"
10,"1951","8532",NULL,NULL,NULL,"31"
10,"1952","8507",NULL,NULL,NULL,"36"
10,"1952","8532",NULL,NULL,NULL,"30"
10,"1953","8507",NULL,NULL,NULL,"46"
10,"1953","8532",NULL,NULL,NULL,"29"
10,"1954","8507",NULL,NULL,NULL,"44"
10,"1954","8532",NULL,NULL,NULL,"31"
10,"1955","8507",NULL,NULL,NULL,"33"
10,"1955","8532",NULL,NULL,NULL,"19"
10,"1956","8507",NULL,NULL,NULL,"32"
10,"1956","8532",NULL,NULL,NULL,"26"
10,"1957","8507",NULL,NULL,NULL,"32"
10,"1957","8532",NULL,NULL,NULL,"32"
10,"1958","8507",NULL,NULL,NULL,"40"
10,"1958","8532",NULL,NULL,NULL,"32"
10,"1959","8507",NULL,NULL,NULL,"29"
10,"1959","8532",NULL,NULL,NULL,"36"
10,"1960","8507",NULL,NULL,NULL,"32"
10,"1960","8532",NULL,NULL,NULL,"29"
10,"1961","8507",NULL,NULL,NULL,"45"
10,"1961","8532",NULL,NULL,NULL,"38"
10,"1962","8507",NULL,NULL,NULL,"43"
10,"1962","8532",NULL,NULL,NULL,"32"
10,"1963","8507",NULL,NULL,NULL,"45"
10,"1963","8532",NULL,NULL,NULL,"30"
10,"1964","8507",NULL,NULL,NULL,"40"
10,"1964","8532",NULL,NULL,NULL,"28"
10,"1965","8507",NULL,NULL,NULL,"45"
10,"1965","8532",NULL,NULL,NULL,"45"
10,"1966","8507",NULL,NULL,NULL,"36"
10,"1966","8532",NULL,NULL,NULL,"32"
10,"1967","8507",NULL,NULL,NULL,"40"
10,"1967","8532",NULL,NULL,NULL,"41"
10,"1968","8507",NULL,NULL,NULL,"32"
10,"1968","8532",NULL,NULL,NULL,"32"
10,"1969","8507",NULL,NULL,NULL,"31"
10,"1969","8532",NULL,NULL,NULL,"38"
10,"1970","8507",NULL,NULL,NULL,"29"
10,"1970","8532",NULL,NULL,NULL,"32"
10,"1971","8507",NULL,NULL,NULL,"28"
10,"1971","8532",NULL,NULL,NULL,"31"
10,"1972","8507",NULL,NULL,NULL,"27"
10,"1972","8532",NULL,NULL,NULL,"31"
10,"1973","8507",NULL,NULL,NULL,"39"
10,"1973","8532",NULL,NULL,NULL,"31"
10,"1974","8507",NULL,NULL,NULL,"37"
10,"1974","8532",NULL,NULL,NULL,"31"
10,"1975","8507",NULL,NULL,NULL,"29"
10,"1975","8532",NULL,NULL,NULL,"28"
10,"1976","8507",NULL,NULL,NULL,"29"
10,"1976","8532",NULL,NULL,NULL,"36"
10,"1977","8507",NULL,NULL,NULL,"22"
10,"1977","8532",NULL,NULL,NULL,"32"
10,"1978","8507",NULL,NULL,NULL,"29"
10,"1978","8532",NULL,NULL,NULL,"24"
10,"1979","8507",NULL,NULL,NULL,"44"
10,"1979","8532",NULL,NULL,NULL,"32"
10,"1980","8507",NULL,NULL,NULL,"26"
10,"1980","8532",NULL,NULL,NULL,"28"
10,"1981","8507",NULL,NULL,NULL,"25"
10,"1981","8532",NULL,NULL,NULL,"26"
10,"1982","8507",NULL,NULL,NULL,"36"
10,"1982","8532",NULL,NULL,NULL,"32"
10,"1983","8507",NULL,NULL,NULL,"33"
10,"1983","8532",NULL,NULL,NULL,"28"
10,"1984","8507",NULL,NULL,NULL,"33"
10,"1984","8532",NULL,NULL,NULL,"33"
10,"1985","8507",NULL,NULL,NULL,"41"
10,"1985","8532",NULL,NULL,NULL,"32"
10,"1986","8507",NULL,NULL,NULL,"30"
10,"1986","8532",NULL,NULL,NULL,"28"
10,"1987","8507",NULL,NULL,NULL,"39"
10,"1987","8532",NULL,NULL,NULL,"37"
10,"1988","8507",NULL,NULL,NULL,"27"
10,"1988","8532",NULL,NULL,NULL,"27"
10,"1989","8507",NULL,NULL,NULL,"32"
10,"1989","8532",NULL,NULL,NULL,"36"
10,"1990","8507",NULL,NULL,NULL,"41"
10,"1990","8532",NULL,NULL,NULL,"28"
10,"1991","8507",NULL,NULL,NULL,"27"
10,"1991","8532",NULL,NULL,NULL,"30"
10,"1992","8507",NULL,NULL,NULL,"37"
10,"1992","8532",NULL,NULL,NULL,"40"
10,"1993","8507",NULL,NULL,NULL,"32"
10,"1993","8532",NULL,NULL,NULL,"26"
10,"1994","8507",NULL,NULL,NULL,"40"
10,"1994","8532",NULL,NULL,NULL,"32"
10,"1995","8507",NULL,NULL,NULL,"36"
10,"1995","8532",NULL,NULL,NULL,"41"
10,"1996","8507",NULL,NULL,NULL,"41"
10,"1996","8532",NULL,NULL,NULL,"39"
10,"1997","8507",NULL,NULL,NULL,"33"
10,"1997","8532",NULL,NULL,NULL,"41"
10,"1998","8507",NULL,NULL,NULL,"36"
10,"1998","8532",NULL,NULL,NULL,"48"
10,"1999","8507",NULL,NULL,NULL,"22"
10,"1999","8532",NULL,NULL,NULL,"36"
10,"2000","8507",NULL,NULL,NULL,"30"
10,"2000","8532",NULL,NULL,NULL,"31"
10,"2001","8507",NULL,NULL,NULL,"31"
10,"2001","8532",NULL,NULL,NULL,"23"
10,"2002","8507",NULL,NULL,NULL,"27"
10,"2002","8532",NULL,NULL,NULL,"35"
10,"2003","8507",NULL,NULL,NULL,"43"
10,"2003","8532",NULL,NULL,NULL,"22"
10,"2004","8507",NULL,NULL,NULL,"21"
10,"2004","8532",NULL,NULL,NULL,"33"
10,"2005","8507",NULL,NULL,NULL,"28"
10,"2005","8532",NULL,NULL,NULL,"32"
10,"2006","8507",NULL,NULL,NULL,"35"
10,"2006","8532",NULL,NULL,NULL,"28"
10,"2007","8507",NULL,NULL,NULL,"33"
10,"2007","8532",NULL,NULL,NULL,"27"
10,"2008","8507",NULL,NULL,NULL,"30"
10,"2008","8532",NULL,NULL,NULL,"38"
10,"2009","8507",NULL,NULL,NULL,"32"
10,"2009","8532",NULL,NULL,NULL,"28"
10,"2010","8507",NULL,NULL,NULL,"38"
10,"2010","8532",NULL,NULL,NULL,"33"
10,"2011","8507",NULL,NULL,NULL,"27"
10,"2011","8532",NULL,NULL,NULL,"28"
10,"2012","8507",NULL,NULL,NULL,"33"
10,"2012","8532",NULL,NULL,NULL,"29"
10,"2013","8507",NULL,NULL,NULL,"27"
10,"2013","8532",NULL,NULL,NULL,"37"
10,"2014","8507",NULL,NULL,NULL,"36"
10,"2014","8532",NULL,NULL,NULL,"29"
10,"2015","8507",NULL,NULL,NULL,"20"
10,"2015","8532",NULL,NULL,NULL,"26"
10,"2016","8507",NULL,NULL,NULL,"42"
10,"2016","8532",NULL,NULL,NULL,"29"
10,"2017","8507",NULL,NULL,NULL,"36"
10,"2017","8532",NULL,NULL,NULL,"36"
10,"2018","8507",NULL,NULL,NULL,"21"
10,"2018","8532",NULL,NULL,NULL,"27"
10,"2019","8507",NULL,NULL,NULL,"23"
10,"2019","8532",NULL,NULL,NULL,"12"
2000010,"0.065097 secs",NULL,NULL,NULL,NULL,"6"
11,"1909","8507",NULL,NULL,NULL,"6"
11,"1910","8532",NULL,NULL,NULL,"8"
11,"1911","8507",NULL,NULL,NULL,"6"
11,"1911","8532",NULL,NULL,NULL,"9"
11,"1912","8532",NULL,NULL,NULL,"12"
11,"1913","8507",NULL,NULL,NULL,"8"
11,"1914","8532",NULL,NULL,NULL,"9"
11,"1917","8532",NULL,NULL,NULL,"8"
11,"1918","8507",NULL,NULL,NULL,"9"
11,"1919","8507",NULL,NULL,NULL,"6"
11,"1920","8507",NULL,NULL,NULL,"7"
11,"1926","8507",NULL,NULL,NULL,"9"
11,"1929","8532",NULL,NULL,NULL,"6"
11,"1931","8532",NULL,NULL,NULL,"6"
11,"1932","8507",NULL,NULL,NULL,"15"
11,"1933","8507",NULL,NULL,NULL,"6"
11,"1934","8507",NULL,NULL,NULL,"7"
11,"1934","8532",NULL,NULL,NULL,"15"
11,"1935","8507",NULL,NULL,NULL,"14"
11,"1936","8507",NULL,NULL,NULL,"16"
11,"1936","8532",NULL,NULL,NULL,"15"
11,"1937","8507",NULL,NULL,NULL,"7"
11,"1938","8507",NULL,NULL,NULL,"11"
11,"1938","8532",NULL,NULL,NULL,"18"
11,"1939","8507",NULL,NULL,NULL,"11"
11,"1939","8532",NULL,NULL,NULL,"18"
11,"1940","8507",NULL,NULL,NULL,"13"
11,"1940","8532",NULL,NULL,NULL,"20"
11,"1941","8507",NULL,NULL,NULL,"22"
11,"1941","8532",NULL,NULL,NULL,"23"
11,"1942","8507",NULL,NULL,NULL,"16"
11,"1942","8532",NULL,NULL,NULL,"17"
11,"1943","8507",NULL,NULL,NULL,"16"
11,"1943","8532",NULL,NULL,NULL,"17"
11,"1944","8507",NULL,NULL,NULL,"12"
11,"1944","8532",NULL,NULL,NULL,"12"
11,"1945","8507",NULL,NULL,NULL,"29"
11,"1945","8532",NULL,NULL,NULL,"27"
11,"1946","8507",NULL,NULL,NULL,"25"
11,"1946","8532",NULL,NULL,NULL,"19"
11,"1947","8507",NULL,NULL,NULL,"16"
11,"1947","8532",NULL,NULL,NULL,"19"
11,"1948","8507",NULL,NULL,NULL,"25"
11,"1948","8532",NULL,NULL,NULL,"18"
11,"1949","8507",NULL,NULL,NULL,"14"
11,"1949","8532",NULL,NULL,NULL,"24"
11,"1950","8507",NULL,NULL,NULL,"23"
11,"1950","8532",NULL,NULL,NULL,"28"
11,"1951","8507",NULL,NULL,NULL,"19"
11,"1951","8532",NULL,NULL,NULL,"29"
11,"1952","8507",NULL,NULL,NULL,"31"
11,"1952","8532",NULL,NULL,NULL,"25"
11,"1953","8507",NULL,NULL,NULL,"37"
11,"1953","8532",NULL,NULL,NULL,"27"
11,"1954","8507",NULL,NULL,NULL,"33"
11,"1954","8532",NULL,NULL,NULL,"29"
11,"1955","8507",NULL,NULL,NULL,"28"
11,"1955","8532",NULL,NULL,NULL,"17"
11,"1956","8507",NULL,NULL,NULL,"27"
11,"1956","8532",NULL,NULL,NULL,"25"
11,"1957","8507",NULL,NULL,NULL,"27"
11,"1957","8532",NULL,NULL,NULL,"27"
11,"1958","8507",NULL,NULL,NULL,"35"
11,"1958","8532",NULL,NULL,NULL,"30"
11,"1959","8507",NULL,NULL,NULL,"26"
11,"1959","8532",NULL,NULL,NULL,"29"
11,"1960","8507",NULL,NULL,NULL,"26"
11,"1960","8532",NULL,NULL,NULL,"28"
11,"1961","8507",NULL,NULL,NULL,"41"
11,"1961","8532",NULL,NULL,NULL,"37"
11,"1962","8507",NULL,NULL,NULL,"37"
11,"1962","8532",NULL,NULL,NULL,"30"
11,"1963","8507",NULL,NULL,NULL,"41"
11,"1963","8532",NULL,NULL,NULL,"29"
11,"1964","8507",NULL,NULL,NULL,"30"
11,"1964","8532",NULL,NULL,NULL,"25"
11,"1965","8507",NULL,NULL,NULL,"41"
11,"1965","8532",NULL,NULL,NULL,"41"
11,"1966","8507",NULL,NULL,NULL,"33"
11,"1966","8532",NULL,NULL,NULL,"28"
11,"1967","8507",NULL,NULL,NULL,"38"
11,"1967","8532",NULL,NULL,NULL,"38"
11,"1968","8507",NULL,NULL,NULL,"31"
11,"1968","8532",NULL,NULL,NULL,"30"
11,"1969","8507",NULL,NULL,NULL,"29"
11,"1969","8532",NULL,NULL,NULL,"38"
11,"1970","8507",NULL,NULL,NULL,"28"
11,"1970","8532",NULL,NULL,NULL,"30"
11,"1971","8507",NULL,NULL,NULL,"25"
11,"1971","8532",NULL,NULL,NULL,"29"
11,"1972","8507",NULL,NULL,NULL,"27"
11,"1972","8532",NULL,NULL,NULL,"31"
11,"1973","8507",NULL,NULL,NULL,"36"
11,"1973","8532",NULL,NULL,NULL,"30"
11,"1974","8507",NULL,NULL,NULL,"35"
11,"1974","8532",NULL,NULL,NULL,"29"
11,"1975","8507",NULL,NULL,NULL,"26"
11,"1975","8532",NULL,NULL,NULL,"25"
11,"1976","8507",NULL,NULL,NULL,"28"
11,"1976","8532",NULL,NULL,NULL,"35"
11,"1977","8507",NULL,NULL,NULL,"22"
11,"1977","8532",NULL,NULL,NULL,"31"
11,"1978","8507",NULL,NULL,NULL,"28"
11,"1978","8532",NULL,NULL,NULL,"24"
11,"1979","8507",NULL,NULL,NULL,"42"
11,"1979","8532",NULL,NULL,NULL,"31"
11,"1980","8507",NULL,NULL,NULL,"25"
11,"1980","8532",NULL,NULL,NULL,"25"
11,"1981","8507",NULL,NULL,NULL,"25"
11,"1981","8532",NULL,NULL,NULL,"26"
11,"1982","8507",NULL,NULL,NULL,"33"
11,"1982","8532",NULL,NULL,NULL,"31"
11,"1983","8507",NULL,NULL,NULL,"31"
11,"1983","8532",NULL,NULL,NULL,"27"
11,"1984","8507",NULL,NULL,NULL,"32"
11,"1984","8532",NULL,NULL,NULL,"32"
11,"1985","8507",NULL,NULL,NULL,"39"
11,"1985","8532",NULL,NULL,NULL,"32"
11,"1986","8507",NULL,NULL,NULL,"28"
11,"1986","8532",NULL,NULL,NULL,"26"
11,"1987","8507",NULL,NULL,NULL,"39"
11,"1987","8532",NULL,NULL,NULL,"35"
11,"1988","8507",NULL,NULL,NULL,"25"
11,"1988","8532",NULL,NULL,NULL,"27"
11,"1989","8507",NULL,NULL,NULL,"31"
11,"1989","8532",NULL,NULL,NULL,"36"
11,"1990","8507",NULL,NULL,NULL,"38"
11,"1990","8532",NULL,NULL,NULL,"28"
11,"1991","8507",NULL,NULL,NULL,"24"
11,"1991","8532",NULL,NULL,NULL,"30"
11,"1992","8507",NULL,NULL,NULL,"36"
11,"1992","8532",NULL,NULL,NULL,"39"
11,"1993","8507",NULL,NULL,NULL,"32"
11,"1993","8532",NULL,NULL,NULL,"25"
11,"1994","8507",NULL,NULL,NULL,"36"
11,"1994","8532",NULL,NULL,NULL,"31"
11,"1995","8507",NULL,NULL,NULL,"36"
11,"1995","8532",NULL,NULL,NULL,"38"
11,"1996","8507",NULL,NULL,NULL,"40"
11,"1996","8532",NULL,NULL,NULL,"38"
11,"1997","8507",NULL,NULL,NULL,"32"
11,"1997","8532",NULL,NULL,NULL,"41"
11,"1998","8507",NULL,NULL,NULL,"36"
11,"1998","8532",NULL,NULL,NULL,"48"
11,"1999","8507",NULL,NULL,NULL,"22"
11,"1999","8532",NULL,NULL,NULL,"35"
11,"2000","8507",NULL,NULL,NULL,"30"
11,"2000","8532",NULL,NULL,NULL,"30"
11,"2001","8507",NULL,NULL,NULL,"31"
11,"2001","8532",NULL,NULL,NULL,"22"
11,"2002","8507",NULL,NULL,NULL,"27"
11,"2002","8532",NULL,NULL,NULL,"34"
11,"2003","8507",NULL,NULL,NULL,"43"
11,"2003","8532",NULL,NULL,NULL,"22"
11,"2004","8507",NULL,NULL,NULL,"21"
11,"2004","8532",NULL,NULL,NULL,"33"
11,"2005","8507",NULL,NULL,NULL,"28"
11,"2005","8532",NULL,NULL,NULL,"32"
11,"2006","8507",NULL,NULL,NULL,"34"
11,"2006","8532",NULL,NULL,NULL,"28"
11,"2007","8507",NULL,NULL,NULL,"32"
11,"2007","8532",NULL,NULL,NULL,"27"
11,"2008","8507",NULL,NULL,NULL,"29"
11,"2008","8532",NULL,NULL,NULL,"38"
11,"2009","8507",NULL,NULL,NULL,"32"
11,"2009","8532",NULL,NULL,NULL,"28"
11,"2010","8507",NULL,NULL,NULL,"37"
11,"2010","8532",NULL,NULL,NULL,"33"
11,"2011","8507",NULL,NULL,NULL,"26"
11,"2011","8532",NULL,NULL,NULL,"27"
11,"2012","8507",NULL,NULL,NULL,"33"
11,"2012","8532",NULL,NULL,NULL,"29"
11,"2013","8507",NULL,NULL,NULL,"27"
11,"2013","8532",NULL,NULL,NULL,"37"
11,"2014","8507",NULL,NULL,NULL,"36"
11,"2014","8532",NULL,NULL,NULL,"29"
11,"2015","8507",NULL,NULL,NULL,"20"
11,"2015","8532",NULL,NULL,NULL,"26"
11,"2016","8507",NULL,NULL,NULL,"42"
11,"2016","8532",NULL,NULL,NULL,"29"
11,"2017","8507",NULL,NULL,NULL,"34"
11,"2017","8532",NULL,NULL,NULL,"36"
11,"2018","8507",NULL,NULL,NULL,"21"
11,"2018","8532",NULL,NULL,NULL,"27"
11,"2019","8507",NULL,NULL,NULL,"23"
11,"2019","8532",NULL,NULL,NULL,"12"
2000011,"0.109360 secs",NULL,NULL,NULL,NULL,"6"
12,"0","0",NULL,NULL,NULL,"122"
12,"0","38003563",NULL,NULL,NULL,"417"
12,"8515","0",NULL,NULL,NULL,"210"
12,"8516","0",NULL,NULL,NULL,"533"
12,"8527","0",NULL,NULL,NULL,"4432"
2000012,"0.042886 secs",NULL,NULL,NULL,NULL,"6"
101,"0",NULL,NULL,NULL,NULL,"850"
101,"19",NULL,NULL,NULL,NULL,"375"
101,"43",NULL,NULL,NULL,NULL,"17"
101,"38",NULL,NULL,NULL,NULL,"48"
101,"40",NULL,NULL,NULL,NULL,"67"
101,"8",NULL,NULL,NULL,NULL,"101"
101,"37",NULL,NULL,NULL,NULL,"44"
101,"5",NULL,NULL,NULL,NULL,"123"
101,"32",NULL,NULL,NULL,NULL,"63"
101,"13",NULL,NULL,NULL,NULL,"88"
101,"6",NULL,NULL,NULL,NULL,"93"
101,"10",NULL,NULL,NULL,NULL,"81"
101,"25",NULL,NULL,NULL,NULL,"103"
101,"47",NULL,NULL,NULL,NULL,"10"
101,"20",NULL,NULL,NULL,NULL,"70"
101,"30",NULL,NULL,NULL,NULL,"39"
101,"24",NULL,NULL,NULL,NULL,"48"
101,"4",NULL,NULL,NULL,NULL,"141"
101,"31",NULL,NULL,NULL,NULL,"80"
101,"11",NULL,NULL,NULL,NULL,"100"
101,"15",NULL,NULL,NULL,NULL,"91"
101,"26",NULL,NULL,NULL,NULL,"88"
