"analysis_id","stratum_1","stratum_2","stratum_3","stratum_4","stratum_5","count_value"
10,"1973","8507",NULL,NULL,NULL,"7"
10,"1973","8532",NULL,NULL,NULL,"7"
10,"1974","8507",NULL,NULL,NULL,"9"
10,"1974","8532",NULL,NULL,NULL,"7"
10,"1975","8532",NULL,NULL,NULL,"7"
10,"1976","8507",NULL,NULL,NULL,"6"
10,"1976","8532",NULL,NULL,NULL,"6"
10,"1977","8507",NULL,NULL,NULL,"10"
10,"1977","8532",NULL,NULL,NULL,"8"
10,"1978","8532",NULL,NULL,NULL,"6"
10,"1979","8532",NULL,NULL,NULL,"11"
10,"1980","8507",NULL,NULL,NULL,"7"
10,"1981","8507",NULL,NULL,NULL,"7"
10,"1983","8507",NULL,NULL,NULL,"8"
10,"1984","8507",NULL,NULL,NULL,"6"
10,"1984","8532",NULL,NULL,NULL,"9"
10,"1985","8507",NULL,NULL,NULL,"6"
10,"1985","8532",NULL,NULL,NULL,"9"
10,"1987","8507",NULL,NULL,NULL,"7"
10,"1987","8532",NULL,NULL,NULL,"7"
10,"1988","8532",NULL,NULL,NULL,"6"
10,"1989","8532",NULL,NULL,NULL,"9"
10,"1990","8507",NULL,NULL,NULL,"11"
10,"1990","8532",NULL,NULL,NULL,"7"
10,"1991","8507",NULL,NULL,NULL,"7"
10,"1991","8532",NULL,NULL,NULL,"11"
10,"1992","8507",NULL,NULL,NULL,"7"
10,"1992","8532",NULL,NULL,NULL,"6"
10,"1993","8507",NULL,NULL,NULL,"6"
10,"1994","8507",NULL,NULL,NULL,"7"
10,"1995","8532",NULL,NULL,NULL,"8"
10,"1996","8507",NULL,NULL,NULL,"13"
10,"1996","8532",NULL,NULL,NULL,"13"
10,"1997","8507",NULL,NULL,NULL,"15"
10,"1997","8532",NULL,NULL,NULL,"7"
10,"1998","8507",NULL,NULL,NULL,"7"
10,"1998","8532",NULL,NULL,NULL,"9"
10,"1999","8507",NULL,NULL,NULL,"6"
10,"1999","8532",NULL,NULL,NULL,"9"
10,"2000","8507",NULL,NULL,NULL,"14"
10,"2000","8532",NULL,NULL,NULL,"9"
10,"2001","8507",NULL,NULL,NULL,"10"
10,"2002","8532",NULL,NULL,NULL,"8"
10,"2003","8507",NULL,NULL,NULL,"6"
10,"2003","8532",NULL,NULL,NULL,"7"
10,"2004","8532",NULL,NULL,NULL,"8"
10,"2005","8532",NULL,NULL,NULL,"8"
10,"2007","8507",NULL,NULL,NULL,"6"
10,"2007","8532",NULL,NULL,NULL,"12"
10,"2008","8507",NULL,NULL,NULL,"7"
10,"2009","8507",NULL,NULL,NULL,"11"
10,"2010","8532",NULL,NULL,NULL,"9"
10,"2011","8507",NULL,NULL,NULL,"8"
10,"2014","8507",NULL,NULL,NULL,"6"
10,"2015","8507",NULL,NULL,NULL,"13"
10,"2016","8507",NULL,NULL,NULL,"6"
10,"2016","8532",NULL,NULL,NULL,"6"
10,"2017","8507",NULL,NULL,NULL,"12"
10,"2017","8532",NULL,NULL,NULL,"14"
2000010,"0.029819 secs",NULL,NULL,NULL,NULL,"6"
11,"1915","8507",NULL,NULL,NULL,"8"
11,"1918","8507",NULL,NULL,NULL,"7"
11,"1942","8532",NULL,NULL,NULL,"6"
11,"1946","8507",NULL,NULL,NULL,"8"
11,"1951","8507",NULL,NULL,NULL,"6"
11,"1951","8532",NULL,NULL,NULL,"9"
11,"1952","8507",NULL,NULL,NULL,"8"
11,"1954","8532",NULL,NULL,NULL,"6"
11,"1955","8532",NULL,NULL,NULL,"6"
11,"1956","8507",NULL,NULL,NULL,"9"
11,"1956","8532",NULL,NULL,NULL,"7"
11,"1957","8532",NULL,NULL,NULL,"7"
11,"1958","8507",NULL,NULL,NULL,"6"
11,"1958","8532",NULL,NULL,NULL,"8"
11,"1959","8532",NULL,NULL,NULL,"8"
11,"1961","8507",NULL,NULL,NULL,"9"
11,"1962","8507",NULL,NULL,NULL,"7"
11,"1962","8532",NULL,NULL,NULL,"10"
11,"1963","8507",NULL,NULL,NULL,"10"
11,"1963","8532",NULL,NULL,NULL,"6"
11,"1964","8532",NULL,NULL,NULL,"8"
11,"1965","8507",NULL,NULL,NULL,"8"
11,"1966","8532",NULL,NULL,NULL,"7"
11,"1967","8507",NULL,NULL,NULL,"9"
11,"1967","8532",NULL,NULL,NULL,"7"
11,"1968","8507",NULL,NULL,NULL,"7"
11,"1969","8507",NULL,NULL,NULL,"9"
11,"1970","8532",NULL,NULL,NULL,"6"
11,"1971","8532",NULL,NULL,NULL,"12"
11,"1973","8507",NULL,NULL,NULL,"7"
11,"1973","8532",NULL,NULL,NULL,"7"
11,"1974","8507",NULL,NULL,NULL,"8"
11,"1974","8532",NULL,NULL,NULL,"7"
11,"1975","8532",NULL,NULL,NULL,"6"
11,"1976","8507",NULL,NULL,NULL,"6"
11,"1976","8532",NULL,NULL,NULL,"6"
11,"1977","8507",NULL,NULL,NULL,"10"
11,"1977","8532",NULL,NULL,NULL,"8"
11,"1978","8532",NULL,NULL,NULL,"6"
11,"1979","8532",NULL,NULL,NULL,"10"
11,"1980","8507",NULL,NULL,NULL,"7"
11,"1981","8507",NULL,NULL,NULL,"7"
11,"1983","8507",NULL,NULL,NULL,"7"
11,"1984","8507",NULL,NULL,NULL,"6"
11,"1984","8532",NULL,NULL,NULL,"9"
11,"1985","8507",NULL,NULL,NULL,"6"
11,"1985","8532",NULL,NULL,NULL,"9"
11,"1987","8507",NULL,NULL,NULL,"6"
11,"1987","8532",NULL,NULL,NULL,"7"
11,"1989","8532",NULL,NULL,NULL,"9"
11,"1990","8507",NULL,NULL,NULL,"11"
11,"1990","8532",NULL,NULL,NULL,"6"
11,"1991","8507",NULL,NULL,NULL,"6"
11,"1991","8532",NULL,NULL,NULL,"11"
11,"1992","8507",NULL,NULL,NULL,"7"
11,"1992","8532",NULL,NULL,NULL,"6"
11,"1993","8507",NULL,NULL,NULL,"6"
11,"1994","8507",NULL,NULL,NULL,"7"
11,"1995","8532",NULL,NULL,NULL,"8"
11,"1996","8507",NULL,NULL,NULL,"11"
11,"1996","8532",NULL,NULL,NULL,"13"
11,"1997","8507",NULL,NULL,NULL,"13"
11,"1997","8532",NULL,NULL,NULL,"7"
11,"1998","8507",NULL,NULL,NULL,"7"
11,"1998","8532",NULL,NULL,NULL,"9"
11,"1999","8507",NULL,NULL,NULL,"6"
11,"1999","8532",NULL,NULL,NULL,"9"
11,"2000","8507",NULL,NULL,NULL,"12"
11,"2000","8532",NULL,NULL,NULL,"8"
11,"2001","8507",NULL,NULL,NULL,"9"
11,"2002","8532",NULL,NULL,NULL,"7"
11,"2003","8507",NULL,NULL,NULL,"6"
11,"2003","8532",NULL,NULL,NULL,"7"
11,"2004","8532",NULL,NULL,NULL,"7"
11,"2005","8532",NULL,NULL,NULL,"8"
11,"2007","8507",NULL,NULL,NULL,"6"
11,"2007","8532",NULL,NULL,NULL,"12"
11,"2008","8507",NULL,NULL,NULL,"6"
11,"2009","8507",NULL,NULL,NULL,"11"
11,"2010","8532",NULL,NULL,NULL,"8"
11,"2011","8507",NULL,NULL,NULL,"7"
11,"2014","8507",NULL,NULL,NULL,"6"
11,"2015","8507",NULL,NULL,NULL,"13"
11,"2016","8507",NULL,NULL,NULL,"6"
11,"2016","8532",NULL,NULL,NULL,"6"
11,"2017","8507",NULL,NULL,NULL,"12"
11,"2017","8532",NULL,NULL,NULL,"14"
2000011,"0.022864 secs",NULL,NULL,NULL,NULL,"6"
12,"0","0",NULL,NULL,NULL,"27"
12,"0","38003563",NULL,NULL,NULL,"68"
12,"8515","0",NULL,NULL,NULL,"52"
12,"8516","0",NULL,NULL,NULL,"100"
12,"8527","0",NULL,NULL,NULL,"924"
2000012,"0.015929 secs",NULL,NULL,NULL,NULL,"6"
101,"0",NULL,NULL,NULL,NULL,"181"
101,"17",NULL,NULL,NULL,NULL,"17"
101,"19",NULL,NULL,NULL,NULL,"88"
101,"1",NULL,NULL,NULL,NULL,"90"
101,"2",NULL,NULL,NULL,NULL,"47"
101,"6",NULL,NULL,NULL,NULL,"14"
101,"10",NULL,NULL,NULL,NULL,"23"
101,"21",NULL,NULL,NULL,NULL,"17"
101,"25",NULL,NULL,NULL,NULL,"21"
101,"9",NULL,NULL,NULL,NULL,"26"
101,"36",NULL,NULL,NULL,NULL,"9"
101,"33",NULL,NULL,NULL,NULL,"9"
101,"38",NULL,NULL,NULL,NULL,"15"
101,"27",NULL,NULL,NULL,NULL,"8"
101,"18",NULL,NULL,NULL,NULL,"104"
101,"20",NULL,NULL,NULL,NULL,"9"
101,"29",NULL,NULL,NULL,NULL,"15"
101,"40",NULL,NULL,NULL,NULL,"11"
101,"3",NULL,NULL,NULL,NULL,"36"
101,"7",NULL,NULL,NULL,NULL,"21"
101,"23",NULL,NULL,NULL,NULL,"16"
101,"42",NULL,NULL,NULL,NULL,"7"
101,"30",NULL,NULL,NULL,NULL,"9"
101,"16",NULL,NULL,NULL,NULL,"18"
101,"8",NULL,NULL,NULL,NULL,"18"
101,"12",NULL,NULL,NULL,NULL,"21"
101,"14",NULL,NULL,NULL,NULL,"38"
101,"22",NULL,NULL,NULL,NULL,"27"
101,"24",NULL,NULL,NULL,NULL,"11"
101,"37",NULL,NULL,NULL,NULL,"17"
101,"4",NULL,NULL,NULL,NULL,"35"
101,"5",NULL,NULL,NULL,NULL,"21"
101,"31",NULL,NULL,NULL,NULL,"11"
101,"11",NULL,NULL,NULL,NULL,"14"
101,"32",NULL,NULL,NULL,NULL,"11"
101,"28",NULL,NULL,NULL,NULL,"16"
101,"35",NULL,NULL,NULL,NULL,"8"
101,"15",NULL,NULL,NULL,NULL,"27"
101,"26",NULL,NULL,NULL,NULL,"24"
101,"13",NULL,NULL,NULL,NULL,"27"
2000101,"0.046133 secs",NULL,NULL,NULL,NULL,"6"
102,"8507","42",NULL,NULL,NULL,"6"
102,"8507","1",NULL,NULL,NULL,"41"
102,"8507","28",NULL,NULL,NULL,"10"
102,"8532","9",NULL,NULL,NULL,"13"
102,"8532","21",NULL,NULL,NULL,"15"
102,"8532","24",NULL,NULL,NULL,"6"
102,"8507","8",NULL,NULL,NULL,"12"
102,"8507","31",NULL,NULL,NULL,"8"
102,"8507","36",NULL,NULL,NULL,"6"
102,"8532","2",NULL,NULL,NULL,"28"
102,"8532","30",NULL,NULL,NULL,"7"
102,"8507","29",NULL,NULL,NULL,"10"
102,"8507","14",NULL,NULL,NULL,"17"
102,"8507","26",NULL,NULL,NULL,"12"
102,"8532","22",NULL,NULL,NULL,"12"
102,"8532","19",NULL,NULL,NULL,"36"
102,"8507","5",NULL,NULL,NULL,"16"
102,"8532","13",NULL,NULL,NULL,"11"
102,"8532","28",NULL,NULL,NULL,"6"
102,"8532","15",NULL,NULL,NULL,"10"
102,"8532","32",NULL,NULL,NULL,"7"
102,"8507","17",NULL,NULL,NULL,"6"
102,"8532","8",NULL,NULL,NULL,"6"
102,"8532","23",NULL,NULL,NULL,"6"
102,"8507","25",NULL,NULL,NULL,"8"
102,"8532","38",NULL,NULL,NULL,"7"
102,"8507","18",NULL,NULL,NULL,"50"
102,"8507","22",NULL,NULL,NULL,"15"
102,"8532","0",NULL,NULL,NULL,"78"
102,"8507","0",NULL,NULL,NULL,"103"
102,"8507","7",NULL,NULL,NULL,"11"
102,"8532","16",NULL,NULL,NULL,"9"
102,"8532","11",NULL,NULL,NULL,"7"
102,"8507","37",NULL,NULL,NULL,"13"
102,"8532","14",NULL,NULL,NULL,"21"
102,"8532","25",NULL,NULL,NULL,"13"
102,"8507","2",NULL,NULL,NULL,"19"
102,"8507","38",NULL,NULL,NULL,"8"
102,"8507","16",NULL,NULL,NULL,"9"
102,"8532","1",NULL,NULL,NULL,"49"
102,"8532","27",NULL,NULL,NULL,"6"
102,"8532","3",NULL,NULL,NULL,"12"
102,"8507","15",NULL,NULL,NULL,"17"
102,"8507","10",NULL,NULL,NULL,"12"
102,"8532","7",NULL,NULL,NULL,"10"
102,"8507","4",NULL,NULL,NULL,"14"
102,"8532","17",NULL,NULL,NULL,"11"
102,"8507","11",NULL,NULL,NULL,"7"
102,"8532","18",NULL,NULL,NULL,"54"
102,"8507","3",NULL,NULL,NULL,"24"
102,"8532","4",NULL,NULL,NULL,"21"
102,"8532","10",NULL,NULL,NULL,"11"
102,"8507","12",NULL,NULL,NULL,"13"
102,"8507","19",NULL,NULL,NULL,"52"
102,"8507","13",NULL,NULL,NULL,"16"
102,"8507","9",NULL,NULL,NULL,"13"
102,"8507","33",NULL,NULL,NULL,"6"
102,"8532","6",NULL,NULL,NULL,"9"
102,"8507","23",NULL,NULL,NULL,"10"
102,"8532","12",NULL,NULL,NULL,"8"
102,"8532","26",NULL,NULL,NULL,"12"
102,"8507","40",NULL,NULL,NULL,"10"
2000102,"0.023113 secs",NULL,NULL,NULL,NULL,"6"
108,"17",NULL,NULL,NULL,NULL,"13"
108,"23",NULL,NULL,NULL,NULL,"7"
108,"35",NULL,NULL,NULL,NULL,"7"
108,"47",NULL,NULL,NULL,NULL,"10"
108,"60",NULL,NULL,NULL,NULL,"7"
108,"72",NULL,NULL,NULL,NULL,"7"
108,"97",NULL,NULL,NULL,NULL,"12"
108,"98",NULL,NULL,NULL,NULL,"7"
108,"101",NULL,NULL,NULL,NULL,"7"
108,"103",NULL,NULL,NULL,NULL,"6"
108,"104",NULL,NULL,NULL,NULL,"6"
108,"107",NULL,NULL,NULL,NULL,"7"
108,"108",NULL,NULL,NULL,NULL,"6"
108,"109",NULL,NULL,NULL,NULL,"22"
108,"110",NULL,NULL,NULL,NULL,"23"
108,"111",NULL,NULL,NULL,NULL,"27"
108,"113",NULL,NULL,NULL,NULL,"16"
108,"114",NULL,NULL,NULL,NULL,"10"
108,"115",NULL,NULL,NULL,NULL,"17"
108,"116",NULL,NULL,NULL,NULL,"14"
108,"117",NULL,NULL,NULL,NULL,"18"
108,"118",NULL,NULL,NULL,NULL,"12"
108,"119",NULL,NULL,NULL,NULL,"11"
108,"120",NULL,NULL,NULL,NULL,"10"
108,"121",NULL,NULL,NULL,NULL,"8"
108,"122",NULL,NULL,NULL,NULL,"6"
108,"171",NULL,NULL,NULL,NULL,"6"
108,"560",NULL,NULL,NULL,NULL,"6"
2000108,"0.026681 secs",NULL,NULL,NULL,NULL,"6"
109,"1917",NULL,NULL,NULL,NULL,"6"
109,"1918",NULL,NULL,NULL,NULL,"9"
109,"1919",NULL,NULL,NULL,NULL,"10"
109,"1920",NULL,NULL,NULL,NULL,"14"
109,"1921",NULL,NULL,NULL,NULL,"15"
109,"1922",NULL,NULL,NULL,NULL,"16"
109,"1923",NULL,NULL,NULL,NULL,"18"
109,"1925",NULL,NULL,NULL,NULL,"19"
109,"1926",NULL,NULL,NULL,NULL,"20"
109,"1927",NULL,NULL,NULL,NULL,"22"
109,"1928",NULL,NULL,NULL,NULL,"28"
109,"1929",NULL,NULL,NULL,NULL,"30"
109,"1930",NULL,NULL,NULL,NULL,"31"
109,"1931",NULL,NULL,NULL,NULL,"32"
109,"1932",NULL,NULL,NULL,NULL,"34"
109,"1933",NULL,NULL,NULL,NULL,"39"
109,"1934",NULL,NULL,NULL,NULL,"43"
109,"1935",NULL,NULL,NULL,NULL,"48"
109,"1936",NULL,NULL,NULL,NULL,"49"
109,"1937",NULL,NULL,NULL,NULL,"52"
109,"1938",NULL,NULL,NULL,NULL,"57"
109,"1939",NULL,NULL,NULL,NULL,"60"
109,"1940",NULL,NULL,NULL,NULL,"61"
109,"1941",NULL,NULL,NULL,NULL,"64"
109,"1942",NULL,NULL,NULL,NULL,"68"
109,"1943",NULL,NULL,NULL,NULL,"71"
109,"1944",NULL,NULL,NULL,NULL,"75"
109,"1946",NULL,NULL,NULL,NULL,"81"
109,"1947",NULL,NULL,NULL,NULL,"83"
109,"1948",NULL,NULL,NULL,NULL,"89"
109,"1949",NULL,NULL,NULL,NULL,"93"
109,"1950",NULL,NULL,NULL,NULL,"96"
109,"1951",NULL,NULL,NULL,NULL,"101"
109,"1952",NULL,NULL,NULL,NULL,"103"
109,"1953",NULL,NULL,NULL,NULL,"104"
109,"1954",NULL,NULL,NULL,NULL,"112"
109,"1955",NULL,NULL,NULL,NULL,"119"
109,"1956",NULL,NULL,NULL,NULL,"126"
109,"1957",NULL,NULL,NULL,NULL,"128"
109,"1958",NULL,NULL,NULL,NULL,"134"
109,"1959",NULL,NULL,NULL,NULL,"142"
109,"1960",NULL,NULL,NULL,NULL,"151"
109,"1961",NULL,NULL,NULL,NULL,"159"
109,"1962",NULL,NULL,NULL,NULL,"171"
109,"1963",NULL,NULL,NULL,NULL,"178"
109,"1964",NULL,NULL,NULL,NULL,"190"
109,"1965",NULL,NULL,NULL,NULL,"199"
109,"1966",NULL,NULL,NULL,NULL,"210"
109,"1967",NULL,NULL,NULL,NULL,"217"
109,"1968",NULL,NULL,NULL,NULL,"222"
109,"1969",NULL,NULL,NULL,NULL,"231"
109,"1970",NULL,NULL,NULL,NULL,"240"
109,"1971",NULL,NULL,NULL,NULL,"254"
109,"1972",NULL,NULL,NULL,NULL,"262"
109,"1973",NULL,NULL,NULL,NULL,"276"
109,"1974",NULL,NULL,NULL,NULL,"286"
109,"1975",NULL,NULL,NULL,NULL,"304"
109,"1976",NULL,NULL,NULL,NULL,"321"
109,"1977",NULL,NULL,NULL,NULL,"338"
109,"1978",NULL,NULL,NULL,NULL,"348"
109,"1979",NULL,NULL,NULL,NULL,"351"
109,"1980",NULL,NULL,NULL,NULL,"361"
109,"1981",NULL,NULL,NULL,NULL,"370"
109,"1982",NULL,NULL,NULL,NULL,"389"
109,"1983",NULL,NULL,NULL,NULL,"395"
109,"1984",NULL,NULL,NULL,NULL,"406"
109,"1985",NULL,NULL,NULL,NULL,"427"
109,"1986",NULL,NULL,NULL,NULL,"435"
109,"1987",NULL,NULL,NULL,NULL,"436"
109,"1988",NULL,NULL,NULL,NULL,"446"
109,"1989",NULL,NULL,NULL,NULL,"456"
109,"1990",NULL,NULL,NULL,NULL,"461"
109,"1991",NULL,NULL,NULL,NULL,"477"
109,"1992",NULL,NULL,NULL,NULL,"490"
109,"1993",NULL,NULL,NULL,NULL,"501"
109,"1994",NULL,NULL,NULL,NULL,"509"
109,"1995",NULL,NULL,NULL,NULL,"517"
109,"1996",NULL,NULL,NULL,NULL,"526"
109,"1997",NULL,NULL,NULL,NULL,"536"
109,"1998",NULL,NULL,NULL,NULL,"543"
109,"1999",NULL,NULL,NULL,NULL,"548"
109,"2000",NULL,NULL,NULL,NULL,"557"
109,"2001",NULL,NULL,NULL,NULL,"565"
109,"2002",NULL,NULL,NULL,NULL,"571"
109,"2003",NULL,NULL,NULL,NULL,"581"
109,"2004",NULL,NULL,NULL,NULL,"594"
109,"2005",NULL,NULL,NULL,NULL,"601"
109,"2006",NULL,NULL,NULL,NULL,"615"
109,"2007",NULL,NULL,NULL,NULL,"624"
109,"2008",NULL,NULL,NULL,NULL,"633"
109,"2009",NULL,NULL,NULL,NULL,"650"
109,"2010",NULL,NULL,NULL,NULL,"805"
109,"2011",NULL,NULL,NULL,NULL,"907"
109,"2012",NULL,NULL,NULL,NULL,"921"
109,"2013",NULL,NULL,NULL,NULL,"922"
109,"2014",NULL,NULL,NULL,NULL,"927"
109,"2015",NULL,NULL,NULL,NULL,"927"
109,"2016",NULL,NULL,NULL,NULL,"933"
109,"2017",NULL,NULL,NULL,NULL,"910"
109,"2018",NULL,NULL,NULL,NULL,"657"
2000109,"0.072609 secs",NULL,NULL,NULL,NULL,"6"
110,"191611",NULL,NULL,NULL,NULL,"6"
110,"191702",NULL,NULL,NULL,NULL,"7"
110,"191707",NULL,NULL,NULL,NULL,"8"
110,"191710",NULL,NULL,NULL,NULL,"9"
110,"191806",NULL,NULL,NULL,NULL,"9"
110,"191902",NULL,NULL,NULL,NULL,"10"
110,"191903",NULL,NULL,NULL,NULL,"11"
110,"191908",NULL,NULL,NULL,NULL,"12"
110,"191910",NULL,NULL,NULL,NULL,"13"
110,"192001",NULL,NULL,NULL,NULL,"14"
